session,conf,label,edge_id,move_name,basis,links_to_extracted,links_to_name,from_idx,from_speaker,from_timestamp,from_chunk,to_idx,to_speaker,to_timestamp,to_chunk,is_self_link,is_cross_chunk,from_evidence,from_explanation,to_evidence
2020_11_05_NES_S4,2020NES,NES_S4,15,extends_existing_idea,on_table_idea,False,,54,Wilson Smith,00:56-02:39,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,47,Charles McCrory,08:31-08:55,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk1.json,False,True,"Beyond the chemistry, the mode of operation I think is really important in terms of flexibility and scale.",He builds on the life cycle discussion by introducing the mode of operation and scale as key factors.,I think the one stat that I remember from there was the decarbonizing polymerization chemistry
2020_11_05_NES_S4,2020NES,NES_S4,16,extends_existing_idea,named_speaker,True,Wilson Smith,55,Chong Liu,02:39-03:41,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,54,Wilson Smith,00:56-02:39,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"The real question is when you want to using it, right? Do you want to use it right at the spot or you want to, and where you got those molecules?",Chong builds on Wilson's point about flexibility by adding the dimensions of time and location for chemical usage.,"Beyond the chemistry, the mode of operation I think is really important in terms of flexibility and scale."
2020_11_05_NES_S4,2020NES,NES_S4,17,extends_existing_idea,named_speaker,True,Marta Hatzell,57,Charles McCrory,04:42-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,56,Marta Hatzell,03:41-04:41,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"I think figuring out how to do electrosynthetic transformations that are universal to wide varieties of synthetic processes is very useful because you're not targeting a specific molecule, but you're targeting methodology. even though the target molecule might be a small component, overall you're changing how an industry approaches that conversion. And so it's a big aggregate effect.",Charles builds on Marta's framing by suggesting a focus on universal methodology rather than specific molecules.,"there's two ways to think about what to make. One is the order of magnitude... But then there's the approach of we can do something, we know we can engineer something to do that task."
2020_11_05_NES_S4,2020NES,NES_S4,18,resolves_contradiction,nearest_prior,False,,57,Charles McCrory,04:42-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,56,Marta Hatzell,03:41-04:41,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"I think figuring out how to do electrosynthetic transformations that are universal to wide varieties of synthetic processes is very useful because you're not targeting a specific molecule, but you're targeting methodology. even though the target molecule might be a small component, overall you're changing how an industry approaches that conversion. And so it's a big aggregate effect.","He resolves the tension between scale and feasibility by arguing that small, feasible changes can have a large aggregate impact.","there's two ways to think about what to make. One is the order of magnitude... But then there's the approach of we can do something, we know we can engineer something to do that task."
2020_11_05_NES_S4,2020NES,NES_S4,19,extends_existing_idea,named_speaker,True,Charles McCrory,58,Katie Knowles,05:51-06:57,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,57,Charles McCrory,04:42-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"can we build electrodes or electrochemical systems that can do many different types of electrochemical transformations given the same electrochemical systems, given the same electrode basically.",Katie builds on Charles's idea of universal methodology by proposing the development of a universal electrode.,"I think figuring out how to do electrosynthetic transformations that are universal to wide varieties of synthetic processes is very useful because you're not targeting a specific molecule, but you're targeting methodology. even though the target molecule might be a small component, overall you're changing how an industry approaches that conversion. And so it's a big aggregate effect."
2020_11_05_NES_S4,2020NES,NES_S4,20,extends_existing_idea,on_table_idea,False,,59,Wilson Smith,06:58-08:26,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,58,Katie Knowles,05:51-06:57,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"the integration is going to be where I think electrochemistry will win. Is if we can integrate with existing processes that are already very, very efficient",He extends the discussion on system design by emphasizing the importance of integrating with existing efficient processes.,"can we build electrodes or electrochemical systems that can do many different types of electrochemical transformations given the same electrochemical systems, given the same electrode basically."
2020_11_05_NES_S4,2020NES,NES_S4,21,combines_ideas,on_table_idea,False,,61,Charles McCrory,08:30-09:11,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,58,Katie Knowles,05:51-06:57,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"integrating the electrochemical system with the biological system. Instead of doing direct bioelectrocatalysis, doing the sort of the feedstock synthesis and then using that biological feed synthesis Building off of what Katie and Wilson and earlier what Michael said... what's cool about that is it gets back to what Katie said, is that that could be used for basically any enzymatic system.",Charles combines the idea of electrochemical feedstock synthesis with biological enzymatic systems.,"can we build electrodes or electrochemical systems that can do many different types of electrochemical transformations given the same electrochemical systems, given the same electrode basically."
2020_11_05_NES_S4,2020NES,NES_S4,22,synthesizes_contributions,named_speaker,True,Katie Knowles,61,Charles McCrory,08:30-09:11,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,59,Wilson Smith,06:58-08:26,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"integrating the electrochemical system with the biological system. Instead of doing direct bioelectrocatalysis, doing the sort of the feedstock synthesis and then using that biological feed synthesis Building off of what Katie and Wilson and earlier what Michael said... what's cool about that is it gets back to what Katie said, is that that could be used for basically any enzymatic system.","He explicitly synthesizes points made by Katie, Wilson, and Michael to propose a unified approach.","the integration is going to be where I think electrochemistry will win. Is if we can integrate with existing processes that are already very, very efficient"
2020_11_05_NES_S4,2020NES,NES_S4,23,extends_existing_idea,nearest_prior,False,,63,Marta Hatzell,09:24-10:00,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,61,Charles McCrory,08:30-09:11,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,False,"you can make hydrogen and, you know, hydrogen is a good electron donor that you can put into a lot of processes.",She extends the discussion on integration by suggesting hydrogen as a versatile electron donor for various processes.,"integrating the electrochemical system with the biological system. Instead of doing direct bioelectrocatalysis, doing the sort of the feedstock synthesis and then using that biological feed synthesis Building off of what Katie and Wilson and earlier what Michael said... what's cool about that is it gets back to what Katie said, is that that could be used for basically any enzymatic system."
2020_11_05_NES_S4,2020NES,NES_S4,24,critiques_or_challenges,on_table_idea,False,,67,Marta Hatzell,01:18-01:25,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,57,Charles McCrory,04:42-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,True,"you could do that as well, but I haven't seen strong universal results with that.",Marta mildly challenges the viability of the approach by noting a lack of strong results in the literature.,"I think figuring out how to do electrosynthetic transformations that are universal to wide varieties of synthetic processes is very useful because you're not targeting a specific molecule, but you're targeting methodology. even though the target molecule might be a small component, overall you're changing how an industry approaches that conversion. And so it's a big aggregate effect."
2020_11_05_NES_S4,2020NES,NES_S4,25,extends_existing_idea,on_table_idea,False,,71,Nanette Boyle,02:58-03:15,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,61,Charles McCrory,08:30-09:11,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,True,You don't have to be limited to organisms cause there's a lot of cell-free systems at the moment that could use the electron donors from an electrode.,Nanette expands the biological integration idea to include cell-free enzyme systems.,"integrating the electrochemical system with the biological system. Instead of doing direct bioelectrocatalysis, doing the sort of the feedstock synthesis and then using that biological feed synthesis Building off of what Katie and Wilson and earlier what Michael said... what's cool about that is it gets back to what Katie said, is that that could be used for basically any enzymatic system."
2020_11_05_NES_S4,2020NES,NES_S4,26,returns_to_earlier_idea,named_speaker,True,Michael Nippe,73,Nanette Boyle,03:18-03:24,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,40,Michael Nippe,00:00-01:40,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk1.json,False,True,Yeah. And I think that's what Michael said earlier about like just producing the NADH to recycle.,Nanette connects her point back to a specific mechanism Michael mentioned previously.,we could be talking about electrochemical approaches to chiral synthesis
2020_11_05_NES_S4,2020NES,NES_S4,27,redirects_idea,on_table_idea,False,,75,Michael Nippe,03:27-04:53,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,34,Marta Hatzell,03:28-04:57,4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_59_04_chunk2.json,False,True,"most of the reactions and I think that's just how like all of us in the field think are reduction reactions... Can we think about exciting oxidation reactions that could actually be, you know, at some sort of scale?",Michael explicitly pivots the group's brainstorming from reductive chemistry to oxidative chemistry.,"looking at like direct nitrogen oxidation, so you can skip the nitrogen to ammonia I'm hesitant to say that it's the end-all molecule for all applications."
2020_11_05_NES_S4,2020NES,NES_S4,28,extends_existing_idea,named_speaker,True,Michael Nippe,76,Wilson Smith,04:53-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,75,Michael Nippe,03:27-04:53,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,False,False,"I think to think of the reaction, I think even taking a step back from that, we should just think of what are the feedstocks.",Wilson builds on Michael's prompt by suggesting a framework (feedstocks) for finding the oxidation reactions.,"most of the reactions and I think that's just how like all of us in the field think are reduction reactions... Can we think about exciting oxidation reactions that could actually be, you know, at some sort of scale?"
2020_11_05_NES_S4,2020NES,NES_S4,29,extends_existing_idea,on_table_idea,False,,82,Wilson Smith,07:30-08:07,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,75,Michael Nippe,03:27-04:53,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,False,False,"we can actually expand some of the existing chemistries because water oxidation you're saying is very ubiquitous... but if you give it about an extra half volt to almost a full volt, you make water to peroxide.",Wilson builds on the oxidation theme by suggesting a modification to a standard reaction to produce a higher-value product.,"most of the reactions and I think that's just how like all of us in the field think are reduction reactions... Can we think about exciting oxidation reactions that could actually be, you know, at some sort of scale?"
2020_11_05_NES_S4,2020NES,NES_S4,30,returns_to_earlier_idea,on_table_idea,False,,83,Michael Nippe,08:08-08:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,75,Michael Nippe,03:27-04:53,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,True,False,"earlier we were talking CO2 to polymer... polycarbonates are huge, right? you do ethylene to epoxide, you can run that either aerobically or electrochemically... there is also an oxidation step in there.",Michael connects the current oxidation brainstorm back to the polymer discussion from a previous chunk.,"most of the reactions and I think that's just how like all of us in the field think are reduction reactions... Can we think about exciting oxidation reactions that could actually be, you know, at some sort of scale?"
2020_11_05_NES_S4,2020NES,NES_S4,31,combines_ideas,on_table_idea,False,,83,Michael Nippe,08:08-08:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,46,Adam Holewinski,06:54-08:30,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk1.json,False,True,"earlier we were talking CO2 to polymer... polycarbonates are huge, right? you do ethylene to epoxide, you can run that either aerobically or electrochemically... there is also an oxidation step in there.",He integrates the need for oxidation steps into the polymer synthesis pathway.,since no single commodity chemical is gonna make a giant dent... the number was still small
2020_11_05_NES_S4,2020NES,NES_S4,32,synthesizes_contributions,on_table_idea,False,,84,Jordi Cabana,08:51-09:47,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,57,Charles McCrory,04:42-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,True,I'm starting to hear kind of like two boxes where you're putting things... one is creative things beyond CO2... the other one is chemical transformations that prevent the use of fossil fuels,Jordi attempts to organize the divergent brainstorm into two distinct strategic categories.,"I think figuring out how to do electrosynthetic transformations that are universal to wide varieties of synthetic processes is very useful because you're not targeting a specific molecule, but you're targeting methodology. even though the target molecule might be a small component, overall you're changing how an industry approaches that conversion. And so it's a big aggregate effect."
2020_11_05_NES_S4,2020NES,NES_S4,33,extends_existing_idea,named_speaker,True,Jordi Cabana,85,Adam Holewinski,09:48-10:00,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,84,Jordi Cabana,08:51-09:47,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,False,False,"I mean I guess there's kind of the circuitous route of the sequestration, so like biomass came up a few times where we're still absorbing CO2 from the air","Adam adds a third 'box' to Jordi's synthesis, incorporating the biomass ideas discussed earlier.",I'm starting to hear kind of like two boxes where you're putting things... one is creative things beyond CO2... the other one is chemical transformations that prevent the use of fossil fuels
2020_11_05_NES_S4,2020NES,NES_S4,34,combines_ideas,on_table_idea,False,,95,Jordi Cabana,03:40-04:11,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,57,Charles McCrory,04:42-05:51,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.json,False,True,"methane is a greenhouse gas and it's a very difficult molecule to activate, but then you can activate it to do an organic transformation that then prevents you from having to use fossil fuels?",Jordi combines the goal of greenhouse gas mitigation with the idea of organic transformations.,"I think figuring out how to do electrosynthetic transformations that are universal to wide varieties of synthetic processes is very useful because you're not targeting a specific molecule, but you're targeting methodology. even though the target molecule might be a small component, overall you're changing how an industry approaches that conversion. And so it's a big aggregate effect."
2020_11_05_NES_S4,2020NES,NES_S4,35,extends_existing_idea,on_table_idea,False,,96,Katie Knowles,04:11-04:33,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,32,Charles McCrory,01:25-02:27,4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_59_04_chunk2.json,False,True,"you can use CO2 as your feedstock to, right, if you can activate CO2, go CO2 to some C2 product or something like that",Extends the logic of methane activation to CO2 activation for feedstock production.,doing that as low temperature ammonia synthesis... low temperature hydrogenation for distributed ammonia
2020_11_05_NES_S4,2020NES,NES_S4,36,raises_concern,on_table_idea,False,,98,Charles McCrory,04:41-04:43,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,96,Katie Knowles,04:11-04:33,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,False,Methane activation is really hard.,Charles bluntly states the fundamental difficulty of the proposed idea.,"you can use CO2 as your feedstock to, right, if you can activate CO2, go CO2 to some C2 product or something like that"
2020_11_05_NES_S4,2020NES,NES_S4,37,redirects_idea,on_table_idea,False,,106,Chong Liu,06:06-07:28,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,96,Katie Knowles,04:11-04:33,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,False,"it really depends on what scenario you're looking at. You want to mitigate excessive methane like flaring, or you want to use bulk methane as a chemical feedstock",Chong reframes the methane problem by splitting it into two distinct use cases with different constraints.,"you can use CO2 as your feedstock to, right, if you can activate CO2, go CO2 to some C2 product or something like that"
2020_11_05_NES_S4,2020NES,NES_S4,38,extends_existing_idea,on_table_idea,False,,107,Carlos Morales-Guio,07:28-08:07,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,75,Michael Nippe,03:27-04:53,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,False,True,"if you start from methane there is no really need to stop in the first step... you can always make hydrogen, take that carbon dioxide and then pipe that carbon dioxide into all these different technologies",Carlos suggests that complete oxidation to CO2 and H2 might be acceptable if coupled with downstream CO2 utilization.,"most of the reactions and I think that's just how like all of us in the field think are reduction reactions... Can we think about exciting oxidation reactions that could actually be, you know, at some sort of scale?"
2020_11_05_NES_S4,2020NES,NES_S4,39,extends_existing_idea,on_table_idea,False,,109,Chong Liu,08:20-09:17,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,106,Chong Liu,06:06-07:28,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,True,False,another thing I want to point out is where to get those methane. The flaring happens... because it's not economical enough to build gas pipeline,"Chong returns to his point about flaring, emphasizing the economic and infrastructure constraints.","it really depends on what scenario you're looking at. You want to mitigate excessive methane like flaring, or you want to use bulk methane as a chemical feedstock"
2020_11_05_NES_S4,2020NES,NES_S4,40,synthesizes_contributions,named_speaker,True,Chong Liu,110,Adam Holewinski,09:17-09:30,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,109,Chong Liu,08:20-09:17,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,False,So is the wish list chemistry methane to methanol at ambient conditions where you could do it at a distributed scale? Would that be fair to characterize that?,Adam synthesizes Chong's points into a concise 'wish list' target for the group.,another thing I want to point out is where to get those methane. The flaring happens... because it's not economical enough to build gas pipeline
2020_11_05_NES_S4,2020NES,NES_S4,41,critiques_or_challenges,named_speaker,True,Adam Holewinski,111,Chong Liu,09:30-09:37,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,110,Adam Holewinski,09:17-09:30,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,False,If you ask me I'm not sure methanol is the right chemical to make... but at least C1 chemistry is right.,"Chong slightly corrects Adam's summary, noting that methanol specifically might not be the best target, but C1 chemistry broadly is.",So is the wish list chemistry methane to methanol at ambient conditions where you could do it at a distributed scale? Would that be fair to characterize that?
2020_11_05_NES_S4,2020NES,NES_S4,42,returns_to_earlier_idea,named_speaker,True,Daniel Yawitz,114,Charles McCrory,09:47-10:00,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,93,Daniel Yawitz,01:37-02:46,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,False,"So I think others raised this before and I know this is the big question, but it is the idea that if it's not a direct taking a greenhouse gas from the atmosphere converting to something it's not interesting. I think that's short-sighted",Charles returns to Daniel's earlier question about direct vs. indirect emissions mitigation.,"tying it back to the negative emissions goal, I've been trying to kind of bucket what I'm hearing"
2020_11_05_NES_S4,2020NES,NES_S4,43,critiques_or_challenges,on_table_idea,False,,114,Charles McCrory,09:47-10:00,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,75,Michael Nippe,03:27-04:53,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.json,False,True,"So I think others raised this before and I know this is the big question, but it is the idea that if it's not a direct taking a greenhouse gas from the atmosphere converting to something it's not interesting. I think that's short-sighted",Critiques the perspective that only direct negative emissions are valuable.,"most of the reactions and I think that's just how like all of us in the field think are reduction reactions... Can we think about exciting oxidation reactions that could actually be, you know, at some sort of scale?"
2020_11_05_NES_S4,2020NES,NES_S4,44,synthesizes_contributions,named_speaker,True,Daniel Yawitz,118,Jordi Cabana,03:26-03:48,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,93,Daniel Yawitz,01:37-02:46,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,True,So the way that I hear this is that there's an opportunity gap that nobody seems to be filling. there seems to be an opportunity gap and they want to give you the motivation to jump on it basically.,Jordi summarizes Daniel's long explanation into a concise takeaway for the group.,"tying it back to the negative emissions goal, I've been trying to kind of bucket what I'm hearing"
2020_11_05_NES_S4,2020NES,NES_S4,45,raises_concern,on_table_idea,False,,119,Adam Holewinski,03:48-05:02,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,93,Daniel Yawitz,01:37-02:46,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,True,"if the question is we really need to, negative emission is the only answer, then the beyond CO2 conversation we're having here is kind of moot",He raises a concern that the group's focus on non-CO2 gases might be irrelevant if negative emissions of CO2 are the only viable path.,"tying it back to the negative emissions goal, I've been trying to kind of bucket what I'm hearing"
2020_11_05_NES_S4,2020NES,NES_S4,46,resolves_contradiction,named_speaker,True,Adam Holewinski,120,Daniel Yawitz,05:02-06:15,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,119,Adam Holewinski,03:48-05:02,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,False,False,"So CO2 is the biggest one, but methane's big and other ones are big too. So the direct air capture of methane is a pet topic of ours.",He resolves Adam's concern by confirming that non-CO2 gases are still highly relevant to the negative emissions goal.,"if the question is we really need to, negative emission is the only answer, then the beyond CO2 conversation we're having here is kind of moot"
2020_11_05_NES_S4,2020NES,NES_S4,47,extends_existing_idea,on_table_idea,False,,121,Charles McCrory,06:15-06:28,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,93,Daniel Yawitz,01:37-02:46,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,True,"stuff like sustainable ammonia, the only way that becomes negative emissions is if you're not doing N2, but you're doing something like NOx and doing NOx reduction to ammonia.",Charles applies the newly clarified concept of negative emissions to the previously discussed topic of ammonia synthesis.,"tying it back to the negative emissions goal, I've been trying to kind of bucket what I'm hearing"
2020_11_05_NES_S4,2020NES,NES_S4,48,synthesizes_contributions,on_table_idea,False,,126,Marta Hatzell,06:51-07:58,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,120,Daniel Yawitz,05:02-06:15,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,False,False,"most of our ideas ended up being now what we're bucketing as mitigation strategies... it seems like the methane activation, direct air capture of alternative greenhouse gases, those are maybe the only ones that I've really captured.",Marta summarizes the group's ideas and categorizes them based on the recent discussion.,"So CO2 is the biggest one, but methane's big and other ones are big too. So the direct air capture of methane is a pet topic of ours."
2020_11_05_NES_S4,2020NES,NES_S4,49,redirects_idea,nearest_prior,False,,128,Marta Hatzell,08:32-08:49,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,127,Carlos Morales-Guio,07:58-08:32,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,False,False,"but it's an interesting point to... in terms of like adsorbents, new adsorbents for other greenhouse gases maybe, I think that falls under.",She redirects the core concept (new adsorbents) to fit within their required scope of non-CO2 gases.,there are also ways where you can use electrochemistry to change the pH and then that way you can actually displace that equilibrium where CO2 is absorbed to the amines.
2020_11_05_NES_S4,2020NES,NES_S4,50,combines_ideas,on_table_idea,False,,130,Chong Liu,09:17-09:32,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,120,Daniel Yawitz,05:02-06:15,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,False,False,"if I grow bacteria in a solution and then they just capture ambient methane and power by that, does that count as direct air capture?",Chong combines the earlier idea of biological systems with the newly emphasized goal of direct air capture of methane.,"So CO2 is the biggest one, but methane's big and other ones are big too. So the direct air capture of methane is a pet topic of ours."
2020_11_05_NES_S4,2020NES,NES_S4,51,synthesizes_contributions,on_table_idea,False,,134,Jordi Cabana,00:00-00:15,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.json,130,Chong Liu,09:17-09:32,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,False,True,"you could potentially turn it into a useful chemical, then that that's more second bucket",Jordi synthesizes previous points about methane conversion into the established 'second bucket' category.,"if I grow bacteria in a solution and then they just capture ambient methane and power by that, does that count as direct air capture?"
2020_11_05_NES_S4,2020NES,NES_S4,52,extends_existing_idea,on_table_idea,False,,136,Charles McCrory,00:20-01:02,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.json,96,Katie Knowles,04:11-04:33,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.json,False,True,there are a couple of different pathways to bio chemical or bio electrocatalytic mitigation,"Charles expands on the biological approach, noting its versatility beyond just methane.","you can use CO2 as your feedstock to, right, if you can activate CO2, go CO2 to some C2 product or something like that"
2020_11_05_NES_S4,2020NES,NES_S4,53,extends_existing_idea,named_speaker,True,Adam Holewinski,139,Jordi Cabana,02:17-02:21,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.json,138,Adam Holewinski,01:20-02:17,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.json,False,False,Especially if methane is even more dilute than CO2,Jordi builds on Adam's point about dilute sources by applying it specifically to methane.,do we really want to be thinking about what's viable for you know taking the dilute dilute greenhouse gases out of the air
2020_11_05_NES_S4,2020NES,NES_S4,54,returns_to_earlier_idea,on_table_idea,False,,143,Katie Knowles,02:37-03:06,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.json,130,Chong Liu,09:17-09:32,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.json,False,True,thinking back to what someone said something about the amines that adsorb CO2,Katie brings back an earlier point about amine-based capture to connect it to the current discussion.,"if I grow bacteria in a solution and then they just capture ambient methane and power by that, does that count as direct air capture?"
2021_10_08_CMC_S11,2021CMC,CMC_S11,0,extends_existing_idea,named_speaker,True,Wenjing Wang,58,Stefano Di Talia,08:16-09:02,B3_2021_10_08_13_01_43_chunk2.json,52,Wenjing Wang,06:13-07:09,B3_2021_10_08_13_01_43_chunk2.json,False,False,this builds off a little bit what Wenjing was mentioning about embryos are there gonna be really principles or ways to think about how to link shape and size to what is the underlying self-organized mechanism,Stefano explicitly connects his idea to the topic Wenjing just raised.,how much room for mistakes is allowed in this process... is there a way that we can perturb this certain process... to see what would be required or necessary
2021_10_08_CMC_S11,2021CMC,CMC_S11,1,connects_methods,nearest_prior,False,,69,Davide Donadio,00:58-01:34,B3_2021_10_08_13_01_43_chunk3.json,63,Gulcin Pekkurnaz,00:00-00:30,B3_2021_10_08_13_01_43_chunk3.json,False,False,if we can think of ways of porting non-equilibrium molecular dynamics methods... to the mesoscale porting non-equilibrium molecular dynamics methods... to probe self-organization at the cellular relevant scales,He connects a physics/chemistry method to a biological scale.,what is self? then can we say one cell is self? But or one when we talk about multicellular unit that whole unit is a self
2021_10_08_CMC_S11,2021CMC,CMC_S11,2,synthesizes_contributions,on_table_idea,True,Kathryn Haas,78,Rigoberto Hernandez,05:32-06:09,B3_2021_10_08_13_01_43_chunk3.json,75,Taras Pogorelov,03:34-04:21,B3_2021_10_08_13_01_43_chunk3.json,False,False,"we're interested in how different parts are signaling each other. But the question is how do they, what is it that's a signal?",Rigoberto synthesizes Kathryn's question with the broader group interest in signaling.,"to see how the noisy environment, how basically signaling networks can function in noisy environment of the cell"
2021_10_08_CMC_S11,2021CMC,CMC_S11,3,extends_existing_idea,named_speaker,True,Wenjing Wang,82,Gulcin Pekkurnaz,07:25-07:43,B3_2021_10_08_13_01_43_chunk3.json,52,Wenjing Wang,06:13-07:09,B3_2021_10_08_13_01_43_chunk2.json,False,True,"But then that brings us to unknown unknowns. So we are, if we say signal is something that triggers response, so we're limited with what we can identify as response.",Gulcin builds on Wenjing's definition by pointing out the limitation of only defining signals by known responses.,how much room for mistakes is allowed in this process... is there a way that we can perturb this certain process... to see what would be required or necessary
2021_10_08_CMC_S11,2021CMC,CMC_S11,4,synthesizes_contributions,on_table_idea,False,,84,Rigoberto Hernandez,07:47-08:08,B3_2021_10_08_13_01_43_chunk3.json,82,Gulcin Pekkurnaz,07:25-07:43,B3_2021_10_08_13_01_43_chunk3.json,False,False,So I like this idea that signal has to be coupled with response.,Rigoberto synthesizes the emerging consensus that a signal is defined by its response.,"But then that brings us to unknown unknowns. So we are, if we say signal is something that triggers response, so we're limited with what we can identify as response."
