chunk_id,conference_id,session_key,session_group,chunk_index,n_chunks_in_session,chunk_position,num_teams,num_funded_teams,has_teams,has_funded_teams,outcome_has_funded_teams,_json_loaded,gini_coefficient,dominant_speaker_flag,is_convergent,is_divergent,is_procedural,collective_engagement_score,cross_disciplinary_bridging,commitment_signal,screenshare_active,artifact_interaction,problem_specificity_level,decision_crystallization_level,ambition_level_ordinal,is_novel_combination,explicit_complementarity,skill_gap_identified,shared_vision_present,pronoun_shift_occurred,personal_disclosure,laughter_appreciative,laughter_shared_humor,laughter_tension_release,any_laughter,dissent_response_quality,dissent_was_present,dissent_response_exploratory,risk_acknowledgment_enthusiasm,funding_awareness,prior_relationship,meeting_structure_quality,num_Idea_Management,num_Information_Seeking,num_Knowledge_Sharing,num_Evaluation_Practices,num_Relational_Climate,num_Participation_Dynamics,num_Coordination_Decision,num_Integration_Practices,num_Idea_Ownership_Attribution,num_Future_Oriented_Language,num_Epistemic_Bridging,num_Pronoun_Framing,num_Complementarity_Articulation,num_Role_Anticipation,num_Broader_Significance,num_Idea_Novelty_Signal,mean_idea_quality_Idea_Management,pct_high_quality_Idea_Management,mean_idea_quality_Integration_Practices,pct_high_quality_Integration_Practices,mean_idea_quality_Knowledge_Sharing,pct_high_quality_Knowledge_Sharing,building_count,blocking_count,building_blocking_ratio,pct_building,num_future_oriented,num_named_next_steps,num_epistemic_bridging,num_idea_attribution,num_complementarity,num_role_anticipation,num_broader_significance,num_novelty_signals,num_scope_calibration,num_setback_explores,num_setback_defends,explore_vs_defend_ratio,num_joint_framing,num_individual_framing,pct_joint_framing,total_quality_score,mean_quality_score,pct_high_quality,num_collaborative_completions,num_elaborative_jumps,num_competitive_interruptions,interruption_quality_ratio,pct_turns_distraction,mean_distracted_count,mean_nod_rate,pct_turns_shared_affect,pct_turns_any_smile,pct_turns_audible_backchannel,mean_vocal_enthusiasm,pct_high_enthusiasm,pct_hesitation,responsiveness_index
2020NES__2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_48_43__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_48_43_chunk3.mp4,2020NES,2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_48_43,2020_11_05_NES_S6,2,3,end,2.0,0.0,True,False,False,True,0.3633136094674556,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.25,0.25,1.0,0.0,,,6.0,1.0,5.999994000006001,0.857142734693895,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8333331944444675,6.0,1.2,1.0,1.0,0.0,0.0,1000000.0,0.0,0.0,1.3571428571428572,0.21428571428571427,0.35714285714285715,0.14285714285714285,2.142857142857143,0.14285714285714285,0.07142857142857142,0.9769548013776794
2020NES__2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13.mp4,2020NES,2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_09_59_13,2020_11_05_NES_S6,0,1,whole,2.0,0.0,True,False,False,True,0.3309523809523811,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,11.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,11.0,0.0,11000000.0,0.9999999090909174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.04,0.0,2.08,0.08,0.0,-0.621185484734054
2020NES__2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_21_36__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_21_36.mp4,2020NES,2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_21_36,2020_11_05_NES_S6,0,1,whole,2.0,0.0,True,False,False,True,0.16666666666666652,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,1.2,0.4,11.0,1.0,10.999989000011,0.9166665902777842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.4285713673469475,14.0,1.2727272727272727,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,0.1,0.2,-0.6285441847528355
2020NES__2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14_chunk1.mp4,2020NES,2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14,2020_11_05_NES_S6,0,2,beginning,2.0,0.0,True,False,False,True,0.1627777777777777,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,,,1.0,0.0,1.4,0.4,9.0,0.0,9000000.0,0.9999998888889013,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,1.2222222222222223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3636363636363635,0.0,0.09090909090909091,0.0,2.090909090909091,0.09090909090909091,0.18181818181818182,-0.1917095970402526
2020NES__2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14__6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14_chunk2.mp4,2020NES,2020_11_05_NES_S6/6_Theory_and_Expt_Zoom_Meeting_2020_11_05_10_09_14,2020_11_05_NES_S6,1,2,end,2.0,0.0,True,False,False,True,0.26277372262773735,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,,,1.0,0.0,5.0,1.0,4.999995000005001,0.8333331944444675,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,2.1666666666666665,0.16666666666666666,0.3333333333333333,-0.03209526417527656
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk1.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,0,8,beginning,2.0,2.0,True,True,True,True,0.4150588235294117,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,14.0,0.0,14000000.0,0.9999999285714337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.21428569897959293,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.045454545454545456,0.3409090909090909,0.0,2.022727272727273,0.022727272727272728,0.0,-0.49763971566182025
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk2.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,1,8,middle,2.0,2.0,True,True,True,True,0.3966666666666667,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,1.4,0.4,1.0,0.0,1.0,0.0,16.0,3.0,5.333331555556148,0.8421052188365674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.7777776913580343,19.0,1.2666666666666666,1.0,2.0,0.0,0.0,2000000.0,0.0,0.0,1.0869565217391304,0.0,0.043478260869565216,0.08695652173913043,2.130434782608696,0.17391304347826086,0.08695652173913043,-0.12971813918442773
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk3.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,2,8,middle,2.0,2.0,True,True,True,True,0.33666666666666667,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.7499998125000469,0.0,,,0.0,3.0,0.0,3000000.0,0.0,0.0,1.3529411764705883,0.058823529411764705,0.058823529411764705,0.23529411764705882,2.0588235294117645,0.058823529411764705,0.0,0.5677818178357151
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk4.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,3,8,middle,2.0,2.0,True,True,True,True,0.5056509945750451,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,5.0,10.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,25.0,0.0,0.0,2.0,0.0,1.2857142857142858,0.2857142857142857,1.5,0.5,1.1,0.3,22.0,2.0,10.99999450000275,0.9166666284722238,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1000000.0,8.0,4.0,0.6666666111111158,23.0,1.2105263157894737,0.8947368421052632,2.0,1.0,0.0,3000000.0,0.0,0.0,1.1785714285714286,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.4285714285714284,0.42857142857142855,0.14285714285714285,0.16274415578894874
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk5.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,4,8,middle,2.0,2.0,True,True,True,True,0.33127225032789953,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,10.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,24.0,1.0,0.0,1.0,0.0,1.3333333333333333,0.3333333333333333,1.0,0.0,1.1,0.1,26.0,7.0,3.714285183673545,0.7878787640036738,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.23809522675737013,26.0,1.1818181818181819,1.0,0.0,2.0,0.0,2000000.0,0.0,0.0,1.68,0.08,0.16,0.12,2.12,0.12,0.04,0.5501575734383893
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk6.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,5,8,middle,2.0,2.0,True,True,True,True,0.35844155844155856,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.299999970000003,0.0,,,0.0,1.0,3.0,0.33333322222225925,0.0,0.0,0.8,0.06666666666666667,0.13333333333333333,0.16666666666666666,2.1333333333333333,0.13333333333333333,0.1,0.17505627244780123
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk7.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,6,8,middle,2.0,2.0,True,True,True,True,0.23458646616541357,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,9.0,11.0,6.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,1.3333333333333333,0.3333333333333333,2.0,1.0,1.2727272727272727,0.2727272727272727,17.0,4.0,4.249998937500266,0.8095237709750585,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.33333327777778704,20.0,1.3333333333333333,1.0,0.0,2.0,0.0,2000000.0,0.0,0.0,1.2903225806451613,0.03225806451612903,0.06451612903225806,0.1935483870967742,2.032258064516129,0.03225806451612903,0.06451612903225806,0.3377691578846172
2020NES__2020_11_06_NES_S9/2020_11_06_12_09_40__2020_11_06_12_09_40_chunk8.mp4,2020NES,2020_11_06_NES_S9/2020_11_06_12_09_40,2020_11_06_NES_S9,7,8,end,2.0,2.0,True,True,True,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-0.8544810286664893
2020NES__2020_11_06_NES_S3/2020_11_06_10_47_07__2020_11_06_10_47_07_chunk1.mp4,2020NES,2020_11_06_NES_S3/2020_11_06_10_47_07,2020_11_06_NES_S3,0,4,beginning,3.0,2.0,True,True,True,True,0.46977547495682215,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,3.0,6.0,4.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.6666666666666666,1.0,0.0,1.1666666666666667,0.16666666666666666,17.0,2.0,8.499995750002125,0.8947367950138528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.42857139795918586,20.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0454545454545454,0.045454545454545456,0.09090909090909091,0.045454545454545456,1.9545454545454546,0.045454545454545456,0.0,-0.06355543443340472
2020NES__2020_11_06_NES_S3/2020_11_06_10_47_07__2020_11_06_10_47_07_chunk2.mp4,2020NES,2020_11_06_NES_S3/2020_11_06_10_47_07,2020_11_06_NES_S3,1,4,middle,3.0,2.0,True,True,True,True,0.30501089324618724,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,4.0,7.0,12.0,6.0,2.0,2.0,6.0,0.0,2.0,1.0,21.0,0.0,1.0,0.0,0.0,1.4,0.4,1.0,0.0,1.1428571428571428,0.2857142857142857,28.0,5.0,5.599998880000224,0.8484848227731873,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,0.399999980000001,27.0,1.2272727272727273,0.9545454545454546,1.0,0.0,0.0,1000000.0,0.0,0.0,1.064516129032258,0.06451612903225806,0.22580645161290322,0.12903225806451613,2.0,0.0,0.03225806451612903,0.21006871465690877
2020NES__2020_11_06_NES_S3/2020_11_06_10_47_07__2020_11_06_10_47_07_chunk3.mp4,2020NES,2020_11_06_NES_S3/2020_11_06_10_47_07,2020_11_06_NES_S3,2,4,middle,3.0,2.0,True,True,True,True,0.46666666666666656,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,5.0,16.0,2.0,3.0,6.0,9.0,1.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,1.7142857142857142,0.7142857142857143,1.2222222222222223,0.2222222222222222,1.2,0.2,28.0,5.0,5.599998880000224,0.8484848227731873,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9999990000010001,16.0,5.0,0.7619047256235845,29.0,1.380952380952381,1.0,2.0,1.0,0.0,3000000.0,0.0,0.0,0.5,0.043478260869565216,0.08695652173913043,0.043478260869565216,2.0652173913043477,0.06521739130434782,0.021739130434782608,-0.3409596953441734
2020NES__2020_11_06_NES_S3/2020_11_06_10_47_07__2020_11_06_10_47_07_chunk4.mp4,2020NES,2020_11_06_NES_S3/2020_11_06_10_47_07,2020_11_06_NES_S3,3,4,end,3.0,2.0,True,True,True,True,0.49046679815910577,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.25,0.25,16.0,0.0,16000000.0,0.9999999375000038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.39999997333333515,12.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.03333333333333333,0.1,0.0,2.0,0.0,0.0,-0.6414006374489895
2020NES__2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_34_58__6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_34_58.mp4,2020NES,2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_34_58,2020_11_06_NES_S6,0,1,whole,,,,,,True,0.3381642512077294,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,10.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.45454545454545453,2.0,1.0,1.2,0.2,26.0,3.0,8.66666377777874,0.8965516932223554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.18749998828125072,32.0,1.391304347826087,1.0,2.0,3.0,0.0,5000000.0,0.0,0.0,1.5833333333333333,0.125,0.25,0.20833333333333334,2.2083333333333335,0.20833333333333334,0.16666666666666666,0.8810532304454638
2020NES__2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_56__6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_56.mp4,2020NES,2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_56,2020_11_06_NES_S6,0,1,whole,,,,,,True,0.4348794063079777,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,8.0,9.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,1.4,0.4,1.0,0.0,1.1111111111111112,0.2222222222222222,17.0,1.0,16.999983000017,0.9444443919753115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.4782608487712674,19.0,1.1875,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.027777777777777776,0.05555555555555555,0.1111111111111111,2.0555555555555554,0.05555555555555555,0.05555555555555555,-0.2908641029721314
2020NES__2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_45_55__6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_45_55.mp4,2020NES,2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_45_55,2020_11_06_NES_S6,0,1,whole,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020NES__2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_26__6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_26.mp4,2020NES,2020_11_06_NES_S6/6_CO2_Reduction_Zoom_Meeting_2020_11_06_08_09_26,2020_11_06_NES_S6,0,1,whole,,,,,,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.8544810286664893
2020NES__2020_11_05_NES_S2/2020_11_05_11_57_33__2020_11_05_11_57_33_chunk1.mp4,2020NES,2020_11_05_NES_S2/2020_11_05_11_57_33,2020_11_05_NES_S2,0,8,beginning,3.0,0.0,True,False,False,True,0.2540106951871659,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,12.0,0.0,0.0,18.0,6.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.0,15.0,0.0,15000000.0,0.9999999333333378,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.030303030303030304,0.06060606060606061,0.0,2.0303030303030303,0.030303030303030304,0.0,-0.41039126349076965
2020NES__2020_11_05_NES_S2/2020_11_05_11_57_33__2020_11_05_11_57_33_chunk2.mp4,2020NES,2020_11_05_NES_S2/2020_11_05_11_57_33,2020_11_05_NES_S2,1,8,middle,3.0,0.0,True,False,False,True,0.248109243697479,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.2727272727272727,1.25,0.25,1.2,0.4,22.0,2.0,10.99999450000275,0.9166666284722238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.41666663194444736,25.0,1.25,0.95,1.0,0.0,1.0,0.9999990000010001,0.0,0.0,0.7916666666666666,0.041666666666666664,0.041666666666666664,0.08333333333333333,2.0,0.0,0.125,-0.11633094618756833
2020NES__2020_11_05_NES_S2/2020_11_05_11_57_33__2020_11_05_11_57_33_chunk3.mp4,2020NES,2020_11_05_NES_S2/2020_11_05_11_57_33,2020_11_05_NES_S2,2,8,middle,3.0,0.0,True,False,False,True,0.38383838383838387,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.25,0.25,1.0,0.0,1.6,0.6,10.0,1.0,9.999990000010001,0.9090908264462886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.44444439506173394,14.0,1.4,1.0,0.0,1.0,0.0,1000000.0,0.0,0.0,1.7142857142857142,0.14285714285714285,0.2857142857142857,0.21428571428571427,2.2142857142857144,0.21428571428571427,0.07142857142857142,1.0289034109874848
