session_group,conference_id,feature,value
2021_04_22_MND_S5,2021MND,session_beginning_pct_high_enthusiasm,0.8571428571428571
2021_04_23_MND_S16,2021MND,session_beginning_pct_high_enthusiasm,0.5384615384615384
2021_09_30_MZT_S4,2021MZT,session_beginning_pct_high_enthusiasm,0.42857142857142855
2021_10_01_MZT_S12,2021MZT,session_beginning_pct_high_enthusiasm,0.5
2021_06_11_SLU_S2,2021SLU,session_beginning_pct_high_enthusiasm,0.2692307692307692
2021_06_11_SLU_S3,2021SLU,session_beginning_pct_high_enthusiasm,0.2727272727272727
2021_06_11_SLU_S4,2021SLU,session_beginning_pct_high_enthusiasm,0.3333333333333333
2020_11_05_NES_S4,2020NES,session_beginning_pct_high_quality,0.75
2020_11_05_NES_S5,2020NES,session_beginning_pct_high_quality,0.9166666666666666
2020_11_06_NES_S2,2020NES,session_beginning_pct_high_quality,0.0
2021-05-20-ABI-S8,2021ABI,session_beginning_pct_high_quality,0.0
2021-10-07-CMC-S6,2021CMC,session_beginning_pct_high_quality,0.5263157894736842
2021-10-08-CMC-S10,2021CMC,session_beginning_pct_high_quality,0.2222222222222222
2021-10-08-CMC-S11,2021CMC,session_beginning_pct_high_quality,0.0
2021-10-08-CMC-S12,2021CMC,session_beginning_pct_high_quality,0.9
2021-10-08-CMC-S4,2021CMC,session_beginning_pct_high_quality,0.9090909090909091
2021-10-08-CMC-S6,2021CMC,session_beginning_pct_high_quality,0.9090909090909091
2021-10-08-CMC-S8,2021CMC,session_beginning_pct_high_quality,0.9
2021_04_22_MND_S7,2021MND,session_beginning_pct_high_quality,0.8461538461538461
2021_04_22_MND_S8,2021MND,session_beginning_pct_high_quality,0.9
2021_04_23_MND_S12,2021MND,session_beginning_pct_high_quality,0.9
2021_04_23_MND_S9,2021MND,session_beginning_pct_high_quality,0.8888888888888888
2021_10_01_MZT_S1,2021MZT,session_beginning_pct_high_quality,0.875
2021_10_01_MZT_S11,2021MZT,session_beginning_pct_high_quality,0.875
2021_10_01_MZT_S2,2021MZT,session_beginning_pct_high_quality,0.8888888888888888
2021_10_01_MZT_S5,2021MZT,session_beginning_pct_high_quality,0.0
2021_10_01_MZT_S8,2021MZT,session_beginning_pct_high_quality,0.5384615384615384
2021-11-04-NES-S4,2021NES,session_beginning_pct_high_quality,0.23076923076923078
2021-11-04-NES-S6,2021NES,session_beginning_pct_high_quality,0.0
2021-11-05-NES-S1,2021NES,session_beginning_pct_high_quality,0.7272727272727273
2021-11-05-NES-S3,2021NES,session_beginning_pct_high_quality,0.25
2021-11-05-NES-S5,2021NES,session_beginning_pct_high_quality,0.9090909090909091
2021-11-05-NES-S9,2021NES,session_beginning_pct_high_quality,0.6666666666666666
2021_06_10_SLU_S3,2021SLU,session_beginning_pct_high_quality,0.08333333333333333
2021_06_10_SLU_S6,2021SLU,session_beginning_pct_high_quality,0.8333333333333334
2021_06_11_SLU_S11,2021SLU,session_beginning_pct_high_quality,0.9166666666666666
2021_06_11_SLU_S6,2021SLU,session_beginning_pct_high_quality,0.9
2021_06_11_SLU_S8,2021SLU,session_beginning_pct_high_quality,0.8
2022-04-07-MND-S6,2022MND,session_beginning_pct_high_quality,0.6363636363636364
2022-04-08-MND-S11,2022MND,session_beginning_pct_high_quality,0.9090909090909091
2022-04-08-MND-S7,2022MND,session_beginning_pct_high_quality,0.9
2020_11_05_NES_S1,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.19642857142857142
2020_11_05_NES_S3,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.6
2020_11_05_NES_S5,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.2222222222222222
2020_11_05_NES_S6,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.30666666666666664
2020_11_06_NES_S1,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.11428571428571428
2020_11_06_NES_S10,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.07692307692307693
2020_11_06_NES_S12,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.037037037037037035
2020_11_06_NES_S3,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.16666666666666666
2020_11_06_NES_S4,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.09090909090909091
2020_11_06_NES_S6,2020NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.2111111111111111
2021-05-20-ABI-S7,2021ABI,session_beginning_pct_high_quality_Knowledge_Sharing,0.14285714285714285
2021-05-21-ABI-S6,2021ABI,session_beginning_pct_high_quality_Knowledge_Sharing,0.9
2021-10-07-CMC-S3,2021CMC,session_beginning_pct_high_quality_Knowledge_Sharing,0.4
2021-10-07-CMC-S4,2021CMC,session_beginning_pct_high_quality_Knowledge_Sharing,0.6666666666666666
2021-10-07-CMC-S5,2021CMC,session_beginning_pct_high_quality_Knowledge_Sharing,0.25
2021-10-08-CMC-S9,2021CMC,session_beginning_pct_high_quality_Knowledge_Sharing,0.5
2021_04_23_MND_S11,2021MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.42857142857142855
2021_04_23_MND_S14,2021MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.2857142857142857
2021_04_23_MND_S4,2021MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.8333333333333334
2021_04_23_MND_S5,2021MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.125
2021_04_23_MND_S9,2021MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.23076923076923078
2021_09_30_MZT_S6,2021MZT,session_beginning_pct_high_quality_Knowledge_Sharing,0.125
2021_10_01_MZT_S12,2021MZT,session_beginning_pct_high_quality_Knowledge_Sharing,0.2
2021-11-04-NES-S1,2021NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.2857142857142857
2021-11-04-NES-S2,2021NES,session_beginning_pct_high_quality_Knowledge_Sharing,0.1
2022-04-08-MND-S10,2022MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.18181818181818182
2022-04-08-MND-S4,2022MND,session_beginning_pct_high_quality_Knowledge_Sharing,0.1
2021-05-20-ABI-S3,2021ABI,session_beginning_pct_joint_framing,0.99999990000001
2021-05-20-ABI-S7,2021ABI,session_beginning_pct_joint_framing,0.9999997500000625
2021-05-20-ABI-S8,2021ABI,session_beginning_pct_joint_framing,0.9999990000010001
2021-10-07-CMC-S3,2021CMC,session_beginning_pct_joint_framing,0.9999999333333378
2021-10-07-CMC-S4,2021CMC,session_beginning_pct_joint_framing,0.9999999375000038
2021-10-08-CMC-S10,2021CMC,session_beginning_pct_joint_framing,0.9999990000010001
2021-10-08-CMC-S8,2021CMC,session_beginning_pct_joint_framing,0.9999990000010001
2021_04_23_MND_S4,2021MND,session_beginning_pct_joint_framing,0.9999999285714337
2021-05-20-ABI-S5,2021ABI,session_beginning_pct_turns_any_smile,1.0
2021-05-21-ABI-S14,2021ABI,session_beginning_pct_turns_any_smile,0.8235294117647058
2021-05-21-ABI-S15,2021ABI,session_beginning_pct_turns_any_smile,0.8461538461538461
2021-05-21-ABI-S7,2021ABI,session_beginning_pct_turns_any_smile,0.8571428571428571
2021-10-07-CMC-S6,2021CMC,session_beginning_pct_turns_any_smile,1.0
2021-10-08-CMC-S11,2021CMC,session_beginning_pct_turns_any_smile,0.975609756097561
2021-10-08-CMC-S4,2021CMC,session_beginning_pct_turns_any_smile,0.95
2021_04_22_MND_S5,2021MND,session_beginning_pct_turns_any_smile,0.8571428571428571
2021_04_22_MND_S6,2021MND,session_beginning_pct_turns_any_smile,0.8421052631578947
2021_04_23_MND_S6,2021MND,session_beginning_pct_turns_any_smile,0.8888888888888888
2021_04_23_MND_S7,2021MND,session_beginning_pct_turns_any_smile,0.8461538461538461
2021_10_01_MZT_S12,2021MZT,session_beginning_pct_turns_any_smile,0.9
2021_06_11_SLU_S10,2021SLU,session_beginning_pct_turns_any_smile,1.0
2020_11_05_NES_S1,2020NES,session_beginning_pct_turns_audible_backchannel,0.17439516129032256
2020_11_05_NES_S3,2020NES,session_beginning_pct_turns_audible_backchannel,0.11740890688259109
2020_11_06_NES_S12,2020NES,session_beginning_pct_turns_audible_backchannel,0.12549019607843137
2020_11_06_NES_S6,2020NES,session_beginning_pct_turns_audible_backchannel,0.10648148148148147
2021_04_22_MND_S5,2021MND,session_beginning_pct_turns_audible_backchannel,0.8571428571428571
2021_09_30_MZT_S1,2021MZT,session_beginning_pct_turns_audible_backchannel,0.15789473684210525
2021_09_30_MZT_S6,2021MZT,session_beginning_pct_turns_audible_backchannel,0.13636363636363635
2021_10_01_MZT_S12,2021MZT,session_beginning_pct_turns_audible_backchannel,0.6
2021_10_01_MZT_S4,2021MZT,session_beginning_pct_turns_audible_backchannel,0.12
2021_10_01_MZT_S8,2021MZT,session_beginning_pct_turns_audible_backchannel,0.12
2021-11-04-NES-S2,2021NES,session_beginning_pct_turns_audible_backchannel,0.42105263157894735
2021_06_10_SLU_S4,2021SLU,session_beginning_pct_turns_audible_backchannel,0.14285714285714285
2021_06_11_SLU_S13,2021SLU,session_beginning_pct_turns_audible_backchannel,0.11627906976744186
2021_06_11_SLU_S5,2021SLU,session_beginning_pct_turns_audible_backchannel,0.1935483870967742
2021_06_11_SLU_S8,2021SLU,session_beginning_pct_turns_audible_backchannel,0.11428571428571428
2022-04-07-MND-S3,2022MND,session_beginning_pct_turns_audible_backchannel,0.12
2022-04-08-MND-S3,2022MND,session_beginning_pct_turns_audible_backchannel,0.2631578947368421
2020_11_06_NES_S2,2020NES,session_beginning_pct_turns_shared_affect,0.2
2021-10-08-CMC-S11,2021CMC,session_beginning_pct_turns_shared_affect,0.1951219512195122
2021_10_01_MZT_S12,2021MZT,session_beginning_pct_turns_shared_affect,0.5
2021_06_10_SLU_S4,2021SLU,session_beginning_pct_turns_shared_affect,0.14285714285714285
2021_06_11_SLU_S10,2021SLU,session_beginning_pct_turns_shared_affect,0.14285714285714285
2021_06_11_SLU_S13,2021SLU,session_beginning_pct_turns_shared_affect,0.20930232558139536
2021_06_11_SLU_S2,2021SLU,session_beginning_pct_turns_shared_affect,0.15384615384615385
2021_06_11_SLU_S4,2021SLU,session_beginning_pct_turns_shared_affect,0.3
2022-04-07-MND-S3,2022MND,session_beginning_pct_turns_shared_affect,0.2
2022-04-08-MND-S3,2022MND,session_beginning_pct_turns_shared_affect,0.21052631578947367
2021_09_30_MZT_S3,2021MZT,session_beginning_problem_specificity_level,4.0
2021_04_22_MND_S5,2021MND,session_beginning_responsiveness_index,2.062654879481876
2021_10_01_MZT_S12,2021MZT,session_beginning_responsiveness_index,4.438499410947717
2021-11-04-NES-S2,2021NES,session_beginning_responsiveness_index,1.438517845888151
2021_06_11_SLU_S10,2021SLU,session_beginning_responsiveness_index,0.8294863762338945
2021_06_11_SLU_S4,2021SLU,session_beginning_responsiveness_index,0.8176299598928726
2022-04-08-MND-S3,2022MND,session_beginning_responsiveness_index,1.1888827976069465
2020_11_05_NES_S6,2020NES,session_beginning_risk_acknowledgment_enthusiasm,0.16666666666666666
2020_11_06_NES_S1,2020NES,session_beginning_risk_acknowledgment_enthusiasm,0.5
2020_11_06_NES_S6,2020NES,session_beginning_risk_acknowledgment_enthusiasm,0.3333333333333333
2021-10-07-CMC-S3,2021CMC,session_beginning_risk_acknowledgment_enthusiasm,1.0
2021_04_22_MND_S4,2021MND,session_beginning_risk_acknowledgment_enthusiasm,1.0
2021-05-20-ABI-S3,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-20-ABI-S5,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-20-ABI-S7,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-20-ABI-S8,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S1,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S11,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S13,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S15,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S16,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S3,2021ABI,session_beginning_shared_vision_present,1.0
2021-05-21-ABI-S5,2021ABI,session_beginning_shared_vision_present,1.0
2021-10-07-CMC-S3,2021CMC,session_beginning_shared_vision_present,1.0
2021-10-07-CMC-S4,2021CMC,session_beginning_shared_vision_present,1.0
2021-10-07-CMC-S5,2021CMC,session_beginning_shared_vision_present,1.0
2021-10-07-CMC-S6,2021CMC,session_beginning_shared_vision_present,1.0
2021-10-07-CMC-S7,2021CMC,session_beginning_shared_vision_present,1.0
2021-10-08-CMC-S8,2021CMC,session_beginning_shared_vision_present,1.0
2021-10-08-CMC-S9,2021CMC,session_beginning_shared_vision_present,1.0
2021_04_22_MND_S1,2021MND,session_beginning_shared_vision_present,1.0
2021_04_22_MND_S3,2021MND,session_beginning_shared_vision_present,1.0
2021_04_22_MND_S4,2021MND,session_beginning_shared_vision_present,1.0
2021_04_22_MND_S5,2021MND,session_beginning_shared_vision_present,1.0
2021_04_23_MND_S16,2021MND,session_beginning_shared_vision_present,1.0
2021_04_23_MND_S4,2021MND,session_beginning_shared_vision_present,1.0
2021_04_23_MND_S5,2021MND,session_beginning_shared_vision_present,1.0
2021_09_30_MZT_S2,2021MZT,session_beginning_shared_vision_present,1.0
2021_09_30_MZT_S4,2021MZT,session_beginning_shared_vision_present,1.0
2021_09_30_MZT_S5,2021MZT,session_beginning_shared_vision_present,1.0
2021_10_01_MZT_S12,2021MZT,session_beginning_shared_vision_present,1.0
2021-11-04-NES-S1,2021NES,session_beginning_shared_vision_present,1.0
2021-11-04-NES-S2,2021NES,session_beginning_shared_vision_present,1.0
2021_06_10_SLU_S7,2021SLU,session_beginning_shared_vision_present,1.0
2021_06_11_SLU_S3,2021SLU,session_beginning_shared_vision_present,1.0
2021_06_11_SLU_S5,2021SLU,session_beginning_shared_vision_present,1.0
2022-04-07-MND-S5,2022MND,session_beginning_shared_vision_present,1.0
2022-04-08-MND-S10,2022MND,session_beginning_shared_vision_present,1.0
2022-04-08-MND-S2,2022MND,session_beginning_shared_vision_present,1.0
2020_11_05_NES_S3,2020NES,session_beginning_skill_gap_identified,0.5
2020_11_05_NES_S4,2020NES,session_beginning_skill_gap_identified,0.16666666666666666
2020_11_05_NES_S5,2020NES,session_beginning_skill_gap_identified,0.5
2020_11_05_NES_S6,2020NES,session_beginning_skill_gap_identified,0.5
2020_11_06_NES_S1,2020NES,session_beginning_skill_gap_identified,0.25
2020_11_06_NES_S4,2020NES,session_beginning_skill_gap_identified,0.5
2020_11_06_NES_S6,2020NES,session_beginning_skill_gap_identified,0.6666666666666666
2021-05-20-ABI-S5,2021ABI,session_beginning_skill_gap_identified,1.0
2021-05-21-ABI-S1,2021ABI,session_beginning_skill_gap_identified,1.0
2021-05-21-ABI-S13,2021ABI,session_beginning_skill_gap_identified,1.0
2021-05-21-ABI-S2,2021ABI,session_beginning_skill_gap_identified,1.0
2021-05-21-ABI-S7,2021ABI,session_beginning_skill_gap_identified,1.0
2021-10-07-CMC-S3,2021CMC,session_beginning_skill_gap_identified,1.0
2021-10-07-CMC-S6,2021CMC,session_beginning_skill_gap_identified,1.0
2021_04_22_MND_S3,2021MND,session_beginning_skill_gap_identified,1.0
2021_04_22_MND_S4,2021MND,session_beginning_skill_gap_identified,1.0
2021_04_23_MND_S1,2021MND,session_beginning_skill_gap_identified,1.0
2021_04_23_MND_S11,2021MND,session_beginning_skill_gap_identified,1.0
2021_04_23_MND_S14,2021MND,session_beginning_skill_gap_identified,1.0
2021_04_23_MND_S4,2021MND,session_beginning_skill_gap_identified,1.0
2021_04_23_MND_S9,2021MND,session_beginning_skill_gap_identified,1.0
2021_09_30_MZT_S2,2021MZT,session_beginning_skill_gap_identified,1.0
2021_09_30_MZT_S5,2021MZT,session_beginning_skill_gap_identified,1.0
2021_10_01_MZT_S12,2021MZT,session_beginning_skill_gap_identified,1.0
2021-11-04-NES-S1,2021NES,session_beginning_skill_gap_identified,1.0
2021-11-04-NES-S4,2021NES,session_beginning_skill_gap_identified,1.0
2021-11-05-NES-S9,2021NES,session_beginning_skill_gap_identified,1.0
2021_06_11_SLU_S12,2021SLU,session_beginning_skill_gap_identified,1.0
2021_06_11_SLU_S5,2021SLU,session_beginning_skill_gap_identified,1.0
2021_06_11_SLU_S9,2021SLU,session_beginning_skill_gap_identified,1.0
2020_11_05_NES_S3,2020NES,session_delta_any_laughter,0.5
2020_11_05_NES_S5,2020NES,session_delta_any_laughter,0.25
2020_11_05_NES_S6,2020NES,session_delta_any_laughter,0.16666666666666666
2020_11_06_NES_S1,2020NES,session_delta_any_laughter,0.25
2020_11_06_NES_S10,2020NES,session_delta_any_laughter,0.4
2020_11_06_NES_S11,2020NES,session_delta_any_laughter,-0.19999999999999996
2020_11_06_NES_S2,2020NES,session_delta_any_laughter,-1.0
2020_11_06_NES_S7,2020NES,session_delta_any_laughter,0.3333333333333333
2020_11_06_NES_S8,2020NES,session_delta_any_laughter,-1.0
2020_11_06_NES_S9,2020NES,session_delta_any_laughter,-1.0
2021-05-20-ABI-S1,2021ABI,session_delta_any_laughter,1.0
2021-05-20-ABI-S2,2021ABI,session_delta_any_laughter,1.0
2021-05-20-ABI-S5,2021ABI,session_delta_any_laughter,-1.0
2021-05-20-ABI-S7,2021ABI,session_delta_any_laughter,1.0
2021-05-20-ABI-S8,2021ABI,session_delta_any_laughter,1.0
2021-05-21-ABI-S1,2021ABI,session_delta_any_laughter,-1.0
2021-05-21-ABI-S11,2021ABI,session_delta_any_laughter,-1.0
2021-05-21-ABI-S12,2021ABI,session_delta_any_laughter,1.0
2021-05-21-ABI-S13,2021ABI,session_delta_any_laughter,-1.0
2021-05-21-ABI-S2,2021ABI,session_delta_any_laughter,1.0
2021-05-21-ABI-S3,2021ABI,session_delta_any_laughter,-1.0
2021-05-21-ABI-S6,2021ABI,session_delta_any_laughter,-1.0
2021-05-21-ABI-S7,2021ABI,session_delta_any_laughter,1.0
2021-05-21-ABI-S8,2021ABI,session_delta_any_laughter,1.0
2021-10-07-CMC-S2,2021CMC,session_delta_any_laughter,-1.0
2021-10-07-CMC-S6,2021CMC,session_delta_any_laughter,-1.0
2021_04_22_MND_S1,2021MND,session_delta_any_laughter,1.0
2021_04_22_MND_S5,2021MND,session_delta_any_laughter,-1.0
2021_04_23_MND_S1,2021MND,session_delta_any_laughter,1.0
2021_04_23_MND_S11,2021MND,session_delta_any_laughter,1.0
2021_04_23_MND_S14,2021MND,session_delta_any_laughter,1.0
2021_04_23_MND_S16,2021MND,session_delta_any_laughter,1.0
2021_04_23_MND_S3,2021MND,session_delta_any_laughter,-1.0
2021_04_23_MND_S4,2021MND,session_delta_any_laughter,-1.0
2021_04_23_MND_S7,2021MND,session_delta_any_laughter,1.0
2021_04_23_MND_S8,2021MND,session_delta_any_laughter,1.0
2021_09_30_MZT_S3,2021MZT,session_delta_any_laughter,1.0
2021_09_30_MZT_S6,2021MZT,session_delta_any_laughter,-1.0
2021_10_01_MZT_S1,2021MZT,session_delta_any_laughter,-1.0
2021_10_01_MZT_S13,2021MZT,session_delta_any_laughter,1.0
2021_10_01_MZT_S2,2021MZT,session_delta_any_laughter,-1.0
2021-11-04-NES-S1,2021NES,session_delta_any_laughter,-1.0
2021-11-04-NES-S4,2021NES,session_delta_any_laughter,1.0
2021-11-04-NES-S6,2021NES,session_delta_any_laughter,1.0
2021-11-05-NES-S2,2021NES,session_delta_any_laughter,1.0
2021-11-05-NES-S8,2021NES,session_delta_any_laughter,-1.0
2021_06_10_SLU_S3,2021SLU,session_delta_any_laughter,-1.0
2021_06_10_SLU_S6,2021SLU,session_delta_any_laughter,-1.0
2021_06_11_SLU_S3,2021SLU,session_delta_any_laughter,-1.0
2021_06_11_SLU_S9,2021SLU,session_delta_any_laughter,-1.0
2022-04-07-MND-S1,2022MND,session_delta_any_laughter,1.0
2022-04-07-MND-S5,2022MND,session_delta_any_laughter,1.0
2022-04-08-MND-S10,2022MND,session_delta_any_laughter,-1.0
2022-04-08-MND-S2,2022MND,session_delta_any_laughter,-1.0
2020_11_05_NES_S1,2020NES,session_delta_blocking_count,-4.0
2020_11_06_NES_S3,2020NES,session_delta_blocking_count,-2.0
2020_11_06_NES_S4,2020NES,session_delta_blocking_count,-2.0
2021-05-20-ABI-S6,2021ABI,session_delta_blocking_count,-2.0
2021-10-08-CMC-S10,2021CMC,session_delta_blocking_count,4.0
2021-10-08-CMC-S12,2021CMC,session_delta_blocking_count,-2.0
2021-10-08-CMC-S2,2021CMC,session_delta_blocking_count,3.0
2021-10-08-CMC-S8,2021CMC,session_delta_blocking_count,-2.0
2021_04_22_MND_S3,2021MND,session_delta_blocking_count,-3.0
2021_04_22_MND_S7,2021MND,session_delta_blocking_count,3.0
2021_04_23_MND_S15,2021MND,session_delta_blocking_count,3.0
2021_09_30_MZT_S2,2021MZT,session_delta_blocking_count,-5.0
2021_10_01_MZT_S4,2021MZT,session_delta_blocking_count,-3.0
2021-11-04-NES-S2,2021NES,session_delta_blocking_count,-4.0
2021_06_10_SLU_S6,2021SLU,session_delta_blocking_count,-2.0
2022-04-08-MND-S2,2022MND,session_delta_blocking_count,-2.0
2022-04-08-MND-S3,2022MND,session_delta_blocking_count,6.0
2020_11_06_NES_S8,2020NES,session_delta_collective_engagement_score,-2.0
2020_11_06_NES_S9,2020NES,session_delta_collective_engagement_score,-2.0
2021-05-20-ABI-S8,2021ABI,session_delta_collective_engagement_score,1.0
2021-05-21-ABI-S10,2021ABI,session_delta_collective_engagement_score,-1.0
2021-05-21-ABI-S11,2021ABI,session_delta_collective_engagement_score,-3.0
2021-05-21-ABI-S13,2021ABI,session_delta_collective_engagement_score,-1.0
2021-05-21-ABI-S15,2021ABI,session_delta_collective_engagement_score,-1.0
2021-05-21-ABI-S16,2021ABI,session_delta_collective_engagement_score,1.0
2021-05-21-ABI-S2,2021ABI,session_delta_collective_engagement_score,1.0
2021-05-21-ABI-S3,2021ABI,session_delta_collective_engagement_score,-3.0
2021-05-21-ABI-S5,2021ABI,session_delta_collective_engagement_score,-1.0
2021-05-21-ABI-S8,2021ABI,session_delta_collective_engagement_score,1.0
2021-10-07-CMC-S2,2021CMC,session_delta_collective_engagement_score,-2.0
2021-10-07-CMC-S3,2021CMC,session_delta_collective_engagement_score,-1.0
2021-10-07-CMC-S5,2021CMC,session_delta_collective_engagement_score,-1.0
2021-10-07-CMC-S6,2021CMC,session_delta_collective_engagement_score,-3.0
2021-10-08-CMC-S14,2021CMC,session_delta_collective_engagement_score,1.0
2021-10-08-CMC-S2,2021CMC,session_delta_collective_engagement_score,1.0
2021-10-08-CMC-S3,2021CMC,session_delta_collective_engagement_score,1.0
2021-10-08-CMC-S4,2021CMC,session_delta_collective_engagement_score,1.0
2021-10-08-CMC-S8,2021CMC,session_delta_collective_engagement_score,-1.0
2021-10-08-CMC-S9,2021CMC,session_delta_collective_engagement_score,-1.0
2021_04_22_MND_S3,2021MND,session_delta_collective_engagement_score,-1.0
2021_04_22_MND_S4,2021MND,session_delta_collective_engagement_score,-1.0
2021_04_22_MND_S7,2021MND,session_delta_collective_engagement_score,1.0
2021_04_23_MND_S13,2021MND,session_delta_collective_engagement_score,1.0
2021_04_23_MND_S4,2021MND,session_delta_collective_engagement_score,-2.0
2021_04_23_MND_S6,2021MND,session_delta_collective_engagement_score,-1.0
2021_09_30_MZT_S3,2021MZT,session_delta_collective_engagement_score,1.0
2021_09_30_MZT_S4,2021MZT,session_delta_collective_engagement_score,-2.0
2021_10_01_MZT_S1,2021MZT,session_delta_collective_engagement_score,1.0
2021_10_01_MZT_S10,2021MZT,session_delta_collective_engagement_score,1.0
2021_10_01_MZT_S12,2021MZT,session_delta_collective_engagement_score,1.0
2021_10_01_MZT_S2,2021MZT,session_delta_collective_engagement_score,-1.0
2021_10_01_MZT_S3,2021MZT,session_delta_collective_engagement_score,-1.0
2021_10_01_MZT_S4,2021MZT,session_delta_collective_engagement_score,-1.0
2021_10_01_MZT_S5,2021MZT,session_delta_collective_engagement_score,-1.0
2021_10_01_MZT_S6,2021MZT,session_delta_collective_engagement_score,1.0
2021_10_01_MZT_S8,2021MZT,session_delta_collective_engagement_score,-1.0
2021-11-04-NES-S1,2021NES,session_delta_collective_engagement_score,-2.0
2021-11-04-NES-S2,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-04-NES-S6,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-05-NES-S1,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-05-NES-S11,2021NES,session_delta_collective_engagement_score,1.0
2021-11-05-NES-S3,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-05-NES-S4,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-05-NES-S5,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-05-NES-S6,2021NES,session_delta_collective_engagement_score,-1.0
2021-11-05-NES-S8,2021NES,session_delta_collective_engagement_score,-2.0
2021_06_10_SLU_S2,2021SLU,session_delta_collective_engagement_score,-1.0
2021_06_10_SLU_S4,2021SLU,session_delta_collective_engagement_score,1.0
2021_06_10_SLU_S6,2021SLU,session_delta_collective_engagement_score,-1.0
2021_06_10_SLU_S7,2021SLU,session_delta_collective_engagement_score,-1.0
2021_06_11_SLU_S10,2021SLU,session_delta_collective_engagement_score,-1.0
2021_06_11_SLU_S13,2021SLU,session_delta_collective_engagement_score,1.0
2021_06_11_SLU_S2,2021SLU,session_delta_collective_engagement_score,-1.0
2021_06_11_SLU_S9,2021SLU,session_delta_collective_engagement_score,-2.0
2022-04-08-MND-S3,2022MND,session_delta_collective_engagement_score,1.0
2020_11_05_NES_S6,2020NES,session_delta_commitment_signal,-0.16666666666666666
2021-05-20-ABI-S8,2021ABI,session_delta_commitment_signal,1.0
2021-05-21-ABI-S13,2021ABI,session_delta_commitment_signal,-1.0
2021-05-21-ABI-S2,2021ABI,session_delta_commitment_signal,1.0
2021-05-21-ABI-S5,2021ABI,session_delta_commitment_signal,-1.0
2021-10-07-CMC-S5,2021CMC,session_delta_commitment_signal,-1.0
2021-10-08-CMC-S12,2021CMC,session_delta_commitment_signal,-1.0
2021-10-08-CMC-S8,2021CMC,session_delta_commitment_signal,-1.0
2021_04_23_MND_S14,2021MND,session_delta_commitment_signal,1.0
2021_04_23_MND_S7,2021MND,session_delta_commitment_signal,1.0
2021_10_01_MZT_S12,2021MZT,session_delta_commitment_signal,1.0
2021_10_01_MZT_S13,2021MZT,session_delta_commitment_signal,1.0
2021_10_01_MZT_S6,2021MZT,session_delta_commitment_signal,1.0
2021-11-05-NES-S12,2021NES,session_delta_commitment_signal,1.0
2021_06_10_SLU_S5,2021SLU,session_delta_commitment_signal,1.0
2022-04-08-MND-S10,2022MND,session_delta_commitment_signal,1.0
2020_11_05_NES_S2,2020NES,session_delta_cross_disciplinary_bridging,1.0
2021-05-20-ABI-S8,2021ABI,session_delta_cross_disciplinary_bridging,1.0
2021-05-21-ABI-S14,2021ABI,session_delta_cross_disciplinary_bridging,1.0
2021-05-21-ABI-S8,2021ABI,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S11,2021CMC,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S14,2021CMC,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S2,2021CMC,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S3,2021CMC,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S4,2021CMC,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S5,2021CMC,session_delta_cross_disciplinary_bridging,1.0
2021-10-08-CMC-S6,2021CMC,session_delta_cross_disciplinary_bridging,1.0
